worker_id,age,zone,shift,primary_platform,monthly_earnings,risk_level,worker_gig_score,claims_per_month,days_worked,pincode_30d_avg_dci,predicted_7d_max_dci,tenure_months,discount_multiplier,shift_morning,shift_day,shift_night,shift_flexible
worker_0042,21,560037,night,Zomato,21116,low,97.71231167408563,0,17,32.44769777417506,53.621326652919734,2,0.2455734605941463,0,0,1,0
worker_0043,47,560038,flexible,Swiggy,17418,medium,76.81251072520976,0,24,37.98719403540629,64.9867093775982,1,0.0,0,0,0,1
worker_0044,27,560095,day,Swiggy,24846,medium,84.70596356761304,0,24,52.22739155507569,82.14721257399779,3,0.0039001165425988082,0,1,0,0
worker_0045,39,591204,morning,Zomato,29567,medium,83.92063702601196,0,26,26.4646424292119,46.62778856041485,18,0.16705292631126392,1,0,0,0
worker_0046,29,563001,morning,Swiggy,23432,low,87.2205651784648,0,19,31.713424898410416,48.617505519206105,16,0.12874997532181065,1,0,0,0
worker_0047,35,575001,night,Swiggy,25721,medium,81.01130263546894,0,24,47.18032090946222,60.898355140587555,10,0.0,0,0,1,0
worker_0048,36,575001,night,Swiggy,16026,low,90.2257579430701,0,21,32.619568259288954,42.715564755636365,8,0.2252875512897096,0,0,1,0
worker_0049,25,575001,day,Swiggy,21265,high,52.26499018200035,1,25,51.70006727445864,71.88234112423622,27,0.0,0,1,0,0
worker_0050,49,591204,night,Swiggy,16745,medium,96.89879767588603,0,25,25.218139487094433,46.32851282114635,18,0.2669633569752765,0,0,1,0
worker_0051,43,560001,night,Swiggy,24191,medium,80.27893506223317,0,22,50.50744681818434,77.00621641453229,21,0.0,0,0,1,0
worker_0052,48,560068,night,Zomato,29077,medium,92.70805835482903,0,20,22.73406859402265,42.82560795187866,21,0.24181523420176293,0,0,1,0
worker_0053,46,570001,flexible,Swiggy,24926,medium,81.07765974482244,0,24,20.50370450669979,48.83307148002092,13,0.12285564119715814,0,0,0,1
worker_0054,37,580001,day,Swiggy,16152,medium,82.86178215577793,0,23,55.92894075328648,78.49061028471519,8,0.0,0,1,0,0
worker_0055,47,560037,night,Swiggy,20319,low,86.09338261791558,0,19,43.253568677291945,70.06029344171361,25,0.045248815096450457,0,0,1,0
worker_0056,22,560001,day,Swiggy,23259,medium,75.00481375797136,0,18,34.073075883472455,47.0391105796274,32,0.07348369571382549,0,1,0,0
worker_0057,25,563001,night,Swiggy,21048,medium,75.56741018212809,0,21,29.303785478554015,56.41050808460031,1,3.989672455448345e-06,0,0,1,0
worker_0058,21,560037,night,Swiggy,27504,medium,96.22191754518447,1,26,44.675431330432644,68.17830841930962,1,0.10756286077182897,0,0,1,0
worker_0059,29,575001,night,Zomato,27220,medium,84.67746625534338,0,25,40.36008734146953,53.764747990236145,39,0.10844336297849679,0,0,1,0
worker_0060,31,560038,night,Swiggy,24177,medium,74.71311390218517,0,18,59.66391102119941,73.45918218411963,4,0.0,0,0,1,0
worker_0061,28,563001,morning,Zomato,20601,low,86.46013385548433,0,18,59.32863946614983,87.85865184703425,25,0.0,1,0,0,0
worker_0062,44,560037,day,Swiggy,18830,medium,69.88186173451585,0,25,45.400982645664385,56.04528985467184,6,0.01953407423390378,0,1,0,0
worker_0063,30,575001,flexible,Swiggy,16588,medium,82.08941445579607,0,18,37.71482024423562,56.96551911014974,2,0.033343754875094105,0,0,0,1
worker_0064,28,560037,flexible,Swiggy,20323,medium,71.76666471403253,0,23,39.64563876538649,55.91514456406852,2,0.0,0,0,0,1
worker_0065,36,560038,morning,Swiggy,21197,medium,76.76603520642217,0,20,47.299162649474475,70.60071144944304,3,0.0,1,0,0,0
worker_0066,24,575001,morning,Zomato,25137,low,90.13714505907075,0,26,24.062981769415256,50.8555695207951,4,0.15132162485310086,1,0,0,0
worker_0067,44,560068,morning,Swiggy,24872,medium,80.40297517338398,1,19,33.13408295242873,50.34164538356012,9,0.08519619919799491,1,0,0,0
worker_0068,22,560001,night,Swiggy,16051,medium,77.378102797856,0,25,23.010889640144153,41.5489313866009,15,0.12602278058466618,0,0,1,0
worker_0069,49,560095,night,Zomato,20928,medium,89.66945608668243,0,22,22.934430380676783,52.572786070705064,52,0.20997091334352203,0,0,1,0
worker_0070,43,580001,day,Zomato,17726,low,89.39205050262062,0,22,27.83356967576935,53.51189986935341,7,0.14792158517594212,0,1,0,0
worker_0071,25,591204,day,Zomato,17352,medium,67.95758351193325,0,16,39.41013018372907,67.3542128023649,9,0.0,0,1,0,0
worker_0072,20,580001,night,Swiggy,27409,medium,91.63725183063377,0,15,51.39097284651157,70.16621725954417,9,0.0883448045266034,0,0,1,0
worker_0073,44,563001,night,Zomato,15628,medium,72.92397541551983,0,21,39.4198356466349,54.101359726317206,10,0.008619307026067623,0,0,1,0
worker_0074,41,580001,day,Swiggy,21287,medium,76.91452268759575,0,22,33.419064422434786,51.65633373016382,9,0.05111252116672231,0,1,0,0
worker_0075,41,575001,day,Swiggy,17523,medium,97.19642610986247,0,18,23.294119613470325,47.615957970100595,1,0.20979534584152712,0,1,0,0
worker_0076,43,560068,day,Swiggy,28189,medium,63.64850644277924,1,18,42.01182092732518,54.200429024044766,1,0.0,0,1,0,0
worker_0077,22,560095,day,Swiggy,23355,medium,73.11612741293732,0,23,30.85074345932707,46.26012557165725,2,0.049905153376395325,0,1,0,0
worker_0078,30,560001,day,Swiggy,18470,medium,77.93958743083756,1,23,44.597367116685895,55.5300851259177,2,0.016518031836257985,0,1,0,0
worker_0079,23,560001,night,Swiggy,22536,medium,79.54447633020166,0,21,59.087509565296735,77.73446433205936,15,0.0,0,0,1,0
worker_0080,45,560038,night,Zomato,25972,medium,89.24240329217355,0,24,24.452572859102006,51.00148757869427,3,0.21445471571549102,0,0,1,0
worker_0081,38,591204,night,Swiggy,29371,medium,77.159026756076,0,18,28.485015948877596,38.978289714837814,28,0.15647758180599255,0,0,1,0
worker_0082,29,560037,night,Swiggy,18306,medium,86.93754449535152,0,20,38.92378152397499,62.430252060118306,32,0.055527106231886794,0,0,1,0
worker_0083,21,560068,morning,Swiggy,28292,low,82.02898482590926,0,26,58.74455261383718,87.39447010411197,45,0.0,1,0,0,0
worker_0084,29,560037,day,Zomato,29014,medium,78.40920205185878,0,22,50.87239105079982,65.61094828102347,34,0.0,0,1,0,0
worker_0085,29,560095,morning,Swiggy,28746,medium,88.0527657222216,0,22,55.92916772651321,79.80186454106617,4,0.0,1,0,0,0
worker_0086,41,580001,day,Swiggy,24531,medium,81.1625444426059,0,28,33.348593939031716,62.850631961035724,9,0.026309890708688652,0,1,0,0
worker_0087,39,560001,night,Zomato,24447,low,87.21204328677275,0,17,59.68153895114378,88.92710015419304,3,0.0,0,0,1,0
worker_0088,46,560095,flexible,Zomato,21048,medium,68.4067958150969,0,24,24.113312642566296,38.81189650314916,20,0.0,0,0,0,1
worker_0089,34,580001,morning,Swiggy,26285,medium,78.41212433187951,0,26,22.118916241844033,34.125537306085405,27,0.1093229040356802,1,0,0,0
worker_0090,23,560001,day,Swiggy,22969,low,89.06182117538057,0,21,54.224105082161124,67.18975584007944,23,0.0855668054081429,0,1,0,0
worker_0091,41,580001,night,Zomato,25161,medium,73.50110484569983,0,24,57.09059480827945,81.13130817792229,7,0.0,0,0,1,0
worker_0092,42,591204,day,Swiggy,21426,medium,83.14371002094262,0,19,23.623414301844072,48.13859181090958,18,0.09808486545156007,0,1,0,0
worker_0093,36,560068,day,Swiggy,25972,medium,98.70409123365064,0,19,24.53709706983366,48.02182830239764,2,0.13410790213066642,0,1,0,0
worker_0094,43,563001,night,Zomato,27367,low,86.18096782410282,1,23,21.32696631023095,38.048534065075714,1,0.3,0,0,1,0
worker_0095,34,560095,night,Swiggy,17196,low,92.49330444884538,0,24,24.180302505708966,37.57584130087141,17,0.24733977420424236,0,0,1,0
worker_0096,35,560095,morning,Swiggy,27493,medium,82.14974821843735,0,25,28.376792672011234,49.9920145110563,7,0.09307248997181225,1,0,0,0
worker_0097,32,570001,day,Swiggy,23104,low,85.73681952404276,0,26,58.80306475640004,78.47667367155736,60,0.0,0,1,0,0
worker_0098,20,575001,night,Swiggy,27669,medium,77.54319835449739,0,21,46.71440888958722,71.29109183203329,2,0.0,0,0,1,0
worker_0099,23,591204,day,Swiggy,21469,low,97.54247861088642,0,25,51.14212102074168,69.96932259445411,24,0.11465993011155201,0,1,0,0
worker_0100,20,591204,morning,Zomato,20685,medium,89.10031210520508,1,20,51.04557614766088,67.81837004139025,8,0.06490593759195745,1,0,0,0
worker_0101,39,560037,night,Swiggy,28725,low,79.89993183256301,0,24,41.40294999116858,57.27252153834887,22,0.09927260326310637,0,0,1,0
worker_0102,29,580001,morning,Swiggy,18767,medium,78.09477651964914,0,22,51.89955910852069,66.12896550951562,21,0.0,1,0,0,0
worker_0103,35,575001,night,Swiggy,27663,medium,74.04351567685576,0,23,43.83230129559878,59.147228819332014,30,0.020036577682556095,0,0,1,0
worker_0104,47,560068,day,Swiggy,22260,medium,73.60863475264988,0,23,32.5818439041343,44.47845268101633,5,0.07279466327094258,0,1,0,0
worker_0105,27,560068,flexible,Zomato,22711,high,61.09175233440241,2,17,42.44440435073603,59.38154456931382,36,0.0,0,0,0,1
worker_0106,32,591204,day,Swiggy,19627,medium,74.98966862249905,0,18,41.34034344538054,52.0717396926397,2,0.034697352947892425,0,1,0,0
worker_0107,42,560068,day,Swiggy,23595,medium,81.60811984566922,1,22,52.93812215037283,66.66639909369937,2,0.0018134651147637335,0,1,0,0
worker_0108,26,570001,morning,Swiggy,19878,medium,78.60842862131076,0,16,59.26908869526636,84.20449758765494,7,0.0,1,0,0,0
worker_0109,22,560095,day,Swiggy,15589,medium,71.8957639070173,0,24,36.44170261683722,52.95108239036967,22,0.0,0,1,0,0
worker_0110,28,560038,night,Swiggy,19079,medium,74.74068965031293,1,24,50.53562713765439,73.90036747720126,8,0.0,0,0,1,0
worker_0111,24,563001,flexible,Zomato,15095,medium,89.67145711762056,1,22,23.990520161525343,48.32820367347089,22,0.15612410212926492,0,0,0,1
worker_0112,47,560037,day,Zomato,29675,medium,83.02306614066588,0,18,51.073254777931545,72.69696163257382,16,0.0,0,1,0,0
worker_0113,44,580001,day,Swiggy,29486,medium,83.04762268554731,0,26,34.85667647972929,64.03063130703725,3,0.06818061449028742,0,1,0,0
worker_0114,39,563001,night,Swiggy,20927,medium,84.82698538357856,1,28,21.575606515587467,32.00440384804973,36,0.20530250712061252,0,0,1,0
worker_0115,46,580001,night,Zomato,25925,medium,72.83095625621989,0,22,34.529847142487085,59.302900154249926,1,0.028470289183801522,0,0,1,0
worker_0116,44,560001,day,Zomato,20187,medium,65.11168056534308,0,23,44.425710036865794,73.60144291567396,28,0.0,0,1,0,0
worker_0117,25,563001,day,Swiggy,25066,medium,76.62817802155382,0,22,24.770006707258663,52.01544129431745,5,0.0021234194364407252,0,1,0,0
worker_0118,46,560038,day,Swiggy,27081,medium,88.0132280270168,0,23,56.961379697210184,70.31923353331045,9,0.0,0,1,0,0
worker_0119,36,591204,night,Swiggy,29201,high,58.659093379148274,1,21,23.106896530913545,39.64330265594819,7,0.00701453400427483,0,0,1,0
worker_0120,44,570001,morning,Zomato,21003,medium,86.47965450682005,1,21,57.20026879332665,70.64930559085596,3,0.0037086454250187216,1,0,0,0
worker_0121,46,560095,night,Zomato,26749,medium,85.22259100415829,0,24,48.28550071742746,70.31166799372154,6,0.03379165125164764,0,0,1,0
worker_0122,29,560095,day,Swiggy,18988,medium,73.13945940683085,0,29,33.188487016568146,57.43224665615799,3,0.0,0,1,0,0
worker_0123,23,570001,night,Swiggy,29854,low,88.51868762058785,0,17,35.63001390836373,51.97148929562489,3,0.17153184026561716,0,0,1,0
worker_0124,26,575001,morning,Zomato,15386,medium,87.15741713950506,0,21,49.63237458930977,70.42250606899569,3,0.004237543917119176,1,0,0,0
worker_0125,32,560001,day,Zomato,24052,medium,77.06145882665186,0,18,44.05884403524829,67.87725543667219,9,0.0,0,1,0,0
worker_0126,44,580001,day,Zomato,24892,medium,81.50586618160908,0,26,46.86571685819781,65.29251319041877,20,0.0001421313589676093,0,1,0,0
worker_0127,45,560038,night,Zomato,25320,medium,77.67521218125493,0,20,35.5665846605392,62.64689526964838,11,0.06157818868784701,0,0,1,0
worker_0128,20,560068,morning,Swiggy,16805,medium,90.26703332037322,1,17,39.51253927230396,64.9435379780603,27,0.061565593460441104,1,0,0,0
worker_0129,35,563001,day,Swiggy,29077,medium,69.92747499255402,0,23,59.59469936151574,70.88801023852714,13,0.0,0,1,0,0
worker_0130,32,560001,day,Swiggy,17717,medium,76.77249841102913,0,27,28.55691481998871,50.97942080180529,15,0.008859244112494988,0,1,0,0
worker_0131,26,563001,day,Swiggy,24341,high,50.436969674773806,0,23,36.714247460885254,51.420758480080245,14,0.014556025621242986,0,1,0,0
worker_0132,23,560038,night,Swiggy,18340,medium,85.35846478407471,2,22,31.672927502958693,52.8232927963042,8,0.1352634739072571,0,0,1,0
worker_0133,30,560037,night,Zomato,19608,medium,83.83553353394615,0,23,50.60446041759399,79.74222927025332,15,0.0,0,0,1,0
worker_0134,48,560037,night,Swiggy,23196,medium,78.78612993263594,0,26,50.56050502662883,78.14174511767384,1,0.0032958109316089876,0,0,1,0
worker_0135,29,560001,day,Zomato,21257,medium,86.40612341391673,0,19,31.697818439895833,49.78814650219847,24,0.12842772742916492,0,1,0,0
worker_0136,35,591204,night,Swiggy,17403,medium,86.64895998395123,1,21,23.255612665319315,39.085889832206384,19,0.2547661998128065,0,0,1,0
worker_0137,41,560038,day,Zomato,17564,medium,88.270443008069,1,20,20.457307066888163,35.145421955053344,4,0.18391814371641368,0,1,0,0
worker_0138,30,560038,morning,Swiggy,21272,medium,57.36440951148741,0,18,37.09802132969942,57.74831872482982,18,0.0,1,0,0,0
worker_0139,49,570001,morning,Swiggy,26359,medium,63.42165851062049,0,21,36.41350377343083,48.69847283859196,1,0.0,1,0,0,0
worker_0140,48,591204,day,Swiggy,28469,medium,62.04106580885818,0,25,59.53559514559452,80.52109530815949,3,0.0,0,1,0,0
worker_0141,27,580001,night,Swiggy,16261,medium,96.34420641479191,0,23,38.79208302790718,48.81875581772302,1,0.26116449941900416,0,0,1,0
worker_0142,34,580001,night,Zomato,20896,medium,72.31897009081374,0,23,30.256734783016825,46.73372739793372,19,0.10218164799713578,0,0,1,0
worker_0143,29,560068,night,Zomato,16503,medium,94.86343008046599,0,22,55.649177641258696,70.04786391787032,17,0.10721316743741857,0,0,1,0
worker_0144,28,560095,day,Swiggy,15248,medium,77.31834197392465,0,23,39.64271798614314,69.06709378535878,21,0.0,0,1,0,0
worker_0145,21,560037,day,Swiggy,24925,medium,74.64998629137963,1,19,43.96702540842311,68.5118717998227,1,0.0,0,1,0,0
worker_0146,38,580001,morning,Swiggy,24036,medium,60.76360379319688,0,21,23.826748417128506,40.81981602637326,9,0.018820414442965113,1,0,0,0
worker_0147,35,591204,day,Swiggy,17445,medium,66.95554238202156,0,22,35.31665629319096,47.173558023803366,15,0.0,0,1,0,0
worker_0148,21,560038,day,Zomato,18507,medium,84.17202020455882,1,22,57.76894697895147,78.10495887276394,3,0.0,0,1,0,0
worker_0149,28,580001,morning,Zomato,15355,medium,72.15117028840211,0,22,43.58021536701702,57.84917299353786,13,0.0,1,0,0,0
worker_0150,47,560038,day,Swiggy,27524,low,88.13191267732381,1,21,33.78007420569847,54.50866512366562,2,0.14404206967592406,0,1,0,0
worker_0151,27,580001,day,Zomato,29620,medium,78.61452928483061,0,20,45.02668722526372,71.73393430884157,3,0.0,0,1,0,0
worker_0152,24,560037,night,Swiggy,17031,medium,82.27860222898909,0,30,56.41644358312465,78.73229462515235,8,0.013516536810703042,0,0,1,0
worker_0153,34,563001,flexible,Zomato,18472,medium,86.29858004517219,1,24,30.959624018903604,53.63539240980364,13,0.07066310807264857,0,0,0,1
worker_0154,49,580001,flexible,Swiggy,28026,medium,83.95344171424637,0,23,40.204668738826975,61.0252745200832,2,0.04769995725190691,0,0,0,1
worker_0155,27,591204,night,Zomato,28896,medium,76.20655154337481,0,21,58.34762615647021,86.8929388090984,3,0.0,0,0,1,0
worker_0156,40,580001,day,Zomato,21294,medium,78.31742403596917,1,20,26.895845731938106,55.53389942035017,3,0.0,0,1,0,0
worker_0157,42,560095,night,Swiggy,15759,medium,65.39051320466632,0,21,48.78655702386846,69.0410210453395,4,0.0,0,0,1,0
worker_0158,27,560037,night,Zomato,15590,medium,69.90360781426932,1,22,44.5792403281193,60.694430070989384,4,0.0,0,0,1,0
worker_0159,41,591204,morning,Swiggy,23609,medium,84.06788444917899,3,16,47.18700524562539,66.37874536321428,7,0.025093805219751616,1,0,0,0
worker_0160,31,570001,day,Swiggy,20893,medium,87.21197226514185,0,17,34.04878522670279,47.7799434706151,13,0.1290716180284715,0,1,0,0
worker_0161,38,591204,night,Swiggy,15429,medium,77.94245564314855,2,20,32.5551749393506,55.282061245712384,7,0.036804072854304676,0,0,1,0
worker_0162,39,560095,day,Zomato,23748,medium,96.45817491995209,1,22,47.36838682353482,67.37023353917948,18,0.06311830010852067,0,1,0,0
worker_0163,36,563001,day,Zomato,15169,medium,73.26404976190719,0,21,28.621731404181816,40.687740960447414,16,0.12622108796386372,0,1,0,0
worker_0164,22,560037,day,Zomato,26810,medium,75.83648811686311,0,26,36.786189794360205,50.73914541675251,2,0.024150248668805656,0,1,0,0
worker_0165,45,570001,morning,Zomato,19596,high,36.984970034919236,1,17,27.52698584211672,47.11962496610725,1,0.0,1,0,0,0
worker_0166,29,560095,day,Swiggy,15603,medium,86.65310047161262,0,19,20.33219364493319,48.08397345931036,26,0.15240872827795698,0,1,0,0
worker_0167,25,560095,day,Zomato,23825,high,57.85886967256793,1,26,58.80229440152278,80.13010881414473,1,0.02442857854662304,0,1,0,0
worker_0168,21,560001,morning,Swiggy,20965,medium,64.11469315357152,0,22,37.268119146256765,60.89881915042618,2,0.0,1,0,0,0
worker_0169,37,560037,morning,Swiggy,29607,medium,69.83696423033277,0,24,58.77398457679301,75.5545555716712,1,0.016082392779885987,1,0,0,0
worker_0170,40,591204,night,Swiggy,23162,medium,70.00088551008766,0,28,25.612940790713044,47.04116865159773,12,0.05891735521070185,0,0,1,0
worker_0171,20,560038,day,Zomato,19128,medium,82.45151067404134,0,19,43.49467117829944,62.44226763106079,11,0.025529763599465516,0,1,0,0
worker_0172,35,563001,day,Zomato,25641,medium,79.56432688431548,1,21,28.038961311649583,51.221559564112795,53,0.06635793947674846,0,1,0,0
worker_0173,26,560038,day,Swiggy,19072,medium,73.82068007191529,1,21,51.602965078530985,62.614476400111194,27,0.0,0,1,0,0
worker_0174,39,591204,flexible,Swiggy,28563,medium,85.21020035294951,0,16,51.34811955043901,71.21412387521819,7,0.0,0,0,0,1
worker_0175,25,591204,day,Zomato,20620,low,100.0,0,21,24.50428596157247,40.42413846445181,6,0.25294302018464104,0,1,0,0
worker_0176,40,560037,day,Swiggy,23248,medium,81.77194645706265,0,24,56.48257811505557,73.00627934061376,5,0.0,0,1,0,0
worker_0177,31,591204,night,Zomato,15758,low,90.24675041185127,0,23,27.785185888128986,57.00353451929021,2,0.1860192196013721,0,0,1,0
worker_0178,48,560001,night,Zomato,21391,low,97.22756747621034,0,23,44.51909366357442,58.17298991780207,2,0.2058792496039244,0,0,1,0
worker_0179,24,570001,morning,Swiggy,27485,high,56.82538096882676,0,20,59.42534480350816,75.65024985508009,2,0.0,1,0,0,0
worker_0180,30,591204,night,Swiggy,27084,medium,70.32628375613456,0,20,55.29586139065455,75.49371290527199,2,0.0,0,0,1,0
worker_0181,23,560038,day,Zomato,18364,medium,69.7893126349877,0,25,58.26255714244676,85.52309610543924,4,0.0,0,1,0,0
worker_0182,47,591204,day,Zomato,18391,medium,81.03865533030425,0,20,33.70395084872478,52.03735251285219,5,0.051688258690866414,0,1,0,0
worker_0183,46,560001,morning,Swiggy,27259,medium,80.46081780804194,1,22,24.223025688778534,49.10033130654196,40,0.10852645690529791,1,0,0,0
worker_0184,27,580001,morning,Zomato,28955,medium,89.52596892820198,0,22,27.533874931578005,54.66135689587405,11,0.1515513556319718,1,0,0,0
worker_0185,39,580001,night,Swiggy,16430,medium,80.2599989031029,1,26,40.019795803064554,56.220122919501534,53,0.05401625827044663,0,0,1,0
worker_0186,44,560095,day,Swiggy,21750,medium,71.80057546731386,0,24,51.729187130932885,69.58419080170708,6,0.0,0,1,0,0
worker_0187,36,563001,day,Zomato,20061,medium,98.71303161255128,0,18,26.006145767355008,43.13727024112214,8,0.23635969407581864,0,1,0,0
worker_0188,35,560068,night,Zomato,28060,medium,79.90069424379524,0,18,46.389261290430284,73.04637746278871,5,0.0,0,0,1,0
worker_0189,27,570001,night,Swiggy,16252,high,36.01476969935428,1,23,32.94310416158047,43.83004140065249,3,0.011809665554878978,0,0,1,0
worker_0190,22,575001,morning,Zomato,18166,medium,66.74645984352328,0,21,33.64808289568614,49.81650467225974,2,0.0,1,0,0,0
worker_0191,46,560095,night,Swiggy,26287,medium,74.79747456110326,0,20,46.476709206317054,70.06488035821965,35,0.0,0,0,1,0
worker_0192,47,563001,morning,Swiggy,15769,medium,73.36393952894386,1,25,38.67997678132881,59.98884677263567,52,0.0,1,0,0,0
worker_0193,38,580001,night,Swiggy,22388,low,90.82749912550837,0,22,52.48133172103976,71.20711890691365,1,0.09119709014400024,0,0,1,0
worker_0194,30,560038,night,Zomato,21631,medium,83.40882504786717,1,22,26.236740386513084,47.03570493094077,2,0.12843226094974508,0,0,1,0
worker_0195,30,575001,flexible,Swiggy,20016,low,87.2959259010136,0,24,51.59793079068154,65.5496225072479,7,0.07053137160948128,0,0,0,1
worker_0196,41,563001,morning,Swiggy,20918,medium,75.53530919890662,1,20,22.569409922296835,41.18374235445704,3,0.04983490592237977,1,0,0,0
